"athlete_id","local_date","local_date_dow","gmt_offset","gc_well_avg_daytime_stress","gc_well_avg_daytime_stress_3d_ema","gc_well_morning_stress","gc_well_midday_stress","gc_well_evn_stress","gc_well_10pm_stress","gc_well_evn_stress_3d_ema","gc_well_avg_daytime_hr","gc_well_avg_daytime_hr_3d_ema","gc_well_morning_hr","gc_well_midday_hr","gc_well_evn_hr","gc_well_evn_hr_3d_ema","gc_well_min_daytime_hr","gc_well_sleep_hr","wellness_resting_heart_rate","wellness_total_steps","wellness_moderate_intensity_minutes","wellness_vigorous_intensity_minutes","act_daily_activities","act_last_alt","act_last_alt_ema","act_last_long","act_last_lat","act_daily_suffer_score","act_evn_suffer_score","act_daily_elapsed_time","act_evn_elapsed_time","act_type_ride","act_type_run","act_type_swim","act_type_ski","act_pmc_atl","act_pmc_ctl","act_pmc_3d_ema","act_pmc_tsb","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","nutr_daily_fiber_3d_ema","nutr_daily_caffeine_3d_ema","nutr_daily_alcohol_3d_ema","nutr_daily_pretein_3d_ema","nutr_morning_calories","nutr_midday_calories","nutr_evn_calories","nutr_morning_carbohydrates","nutr_midday_carbohydrates","nutr_evn_carbohydrates","nutr_morning_protein","nutr_midday_protein","nutr_evn_protein","nutr_morning_fat","nutr_midday_fat","nutr_evn_fat","nutr_morning_fiber","nutr_midday_fiber","nutr_evn_fiber","nutr_morning_sugar","nutr_midday_sugar","nutr_evn_sugar","nutr_daily_caffeine","nutr_evn_caffeine","nutr_daily_alcohol","nutr_evn_alcohol","weather_min_temperature","weather_max_temperature","weather_avg_temperature","weather_avg_dew_point","weather_avg_humidity","weather_avg_precipitation","weather_avg_wind_direction","weather_avg_wind_speed","weather_avg_air_pressure","weather_stddev_air_pressure","body_water","weight_gm","body_mass_index","oura_sleep_rmssd_yest","oura_sleep_rmssd_3d_ema","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_duration_yest","oura_sleep_awake_yest","oura_sleep_light_yest","oura_sleep_rem_yest","oura_sleep_deep_yest","oura_sleep_breath_average_yest","oura_sleep_temperature_deviation_yest","oura_sleep_rmssd","oura_sleep_morning_rmssd","oura_sleep_rmssd_class","oura_sleep_rmssd_baseline","oura_sleep_rmssd_dev","oura_sleep_dev_sign"
1,"2016-10-09","0","11",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","3300","0","0","1","88.4","96.81","144.986487","-37.806336","190","0","19451","0","Ride","0","0","0","88.05","66.85","117.83","-21.20",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6","20.5","15.7","9.0","65.2","NaN","228.3","41.4","1007.2","4.87",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-08","6","11",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","9345","0","0","2","33","98.21","15.074229","50.70722","123","123","3910","3910","0","Run","0","0","71.06","63.85","81.75","-7.21",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7","16.6","11.9","6.0","69.5","NaN","195.8","13.2","1020.1","1.35",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-07","5","11",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","16031","0","0","3","33","109.07","15.074229","50.70722","67","67","8563","4983","0","Run","Swim","0","62.41","62.40","61.12","-0.01",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.1","21.3","17.7","9.5","61.1","NaN","290.8","27.9","1013.7","2.62",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-06","4","11",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","3489","0","0","3","33","121.75","15.074229","50.70722","26","26","9672","5785","Ride","0","Swim","0","61.64","62.29","58.18","0.65",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.9","25.8","18.0","10.5","64.5","NaN","283.3","26.2","1015.3","1.64",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-05","3","11",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","12131","0","0","3","33","136.53","15.074229","50.70722","121","121","7551","3973","0","Run","Swim","0","67.58","63.18","74.27","-4.40",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6","16.7","15.0","9.2","69.0","NaN","304.3","18.8","1015.1","1.35",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-04","2","7",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","3580","0","0","3","33","153.78","15.074229","50.70722","87","87","9616","5712","Ride","0","Swim","0","58.68","61.77","50.91","3.09",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-03","1","7",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","0","0","0","0","33","173.90","15.074229","50.70722","0","0","0","0","0","0","0","0","53.97","61.15","32.87","7.18",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-02","0","7",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","0","0","0","2","33","173.90","15.074229","50.70722","0","0","9180","0","0","0","Swim","0","62.96","62.64","49.30","-0.32",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-10-01","6","7",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","11060","0","0","2","33","197.37","15.074229","50.70722","61","61","9987","9987","0","Run","Swim","0","73.44","64.17","73.94","-9.27",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-30","5","7",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","13851","0","0","2","11.4","224.75","15.074229","50.70722","34","34","11641","4921","0","Run","Swim","0","75.52","64.25","80.41","-11.27",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-29","4","7",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","13834","0","0","2","17.4","260.30","15.074229","50.70722","142","142","11741","4661","0","Run","Swim","0","82.43","64.98","103.61","-17.45",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-27","2","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","8623","0","0","2","677.6","300.76","15.074229","50.70722","115","0","4662","0","0","Run","0","0","72.51","63.11","84.42","-9.40",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.5","18.0","17.4","8.7","57.6","0.000","228.0","5.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-26","1","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","11534","0","0","2","555.2","237.98","15.510782","50.621151","147","0","8920","0","Ride","Run","0","0","65.43","61.84","69.14","-3.59",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.1","2.3","-0.7","-1.1","97.3","NaN","169.4","10.4","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-25","0","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","0","0","0","0","33","185.14","19.646806","49.051248","0","0","0","0","0","0","0","0","51.84","59.76","30.21","7.92",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.1","2.3","-0.7","-1.1","97.3","NaN","169.4","10.4","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-24","6","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","1731","0","0","0","33","185.14","19.646806","49.051248","0","0","0","0","0","0","0","0","60.48","61.22","45.32","0.74",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.1","2.3","-0.7","-1.1","97.3","NaN","169.4","10.4","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-23","5","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","2647","0","0","2","33","185.14","19.646806","49.051248","74","0","11925","1800","Ride","0","0","0","70.55","62.71","67.97","-7.84",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.1","2.3","-0.7","-1.1","97.3","NaN","169.4","10.4","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-22","4","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","0","0","0","2","33","210.48","19.646806","49.051248","54","0","5357","1800","0","Run","0","0","69.98","62.44","64.96","-7.54",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.3","-0.7","-1.8","-1.8","99.8","NaN","26.7","21.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-21","3","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","1619","0","0","1","1175","240.05","19.646806","49.051248","65","0","6953","0","Ride","0","0","0","72.64","62.64","70.43","-10.00",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3.0","-0.2","-1.7","-1.7","99.8","NaN","38.8","22.4","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-20","2","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","10130","0","0","2","33","84.30","19.646627","49.049872","102","0","4300","900","0","Run","0","0","73.91","62.59","73.15","-11.32",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2.5","2.0","-0.8","-0.8","100.0","NaN","37.1","27.5","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-19","1","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","0","0","0","0","33","92.84","19.646627","49.049872","0","0","0","0","0","0","0","0","69.23","61.63","58.73","-7.60",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6","6.1","4.7","4.7","99.3","NaN","60.8","17.7","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-18","0","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","1829","0","0","2","33","92.84","19.646627","49.049872","65","0","7643","0","Ride","0","0","0","80.77","63.13","88.09","-17.64",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8","8.3","7.1","6.3","94.6","NaN","160.4","8.7","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-17","6","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","7876","0","0","3","33","102.81","19.646627","49.049872","115","115","7220","7220","Ride","Run","0","0","83.39","63.08","99.63","-20.31",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.9","9.4","8.4","7.8","95.8","NaN","193.8","19.1","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-16","5","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","11381","0","0","2","33","114.44","19.646627","49.049872","122","0","5921","0","0","Run","0","0","78.13","61.82","91.94","-16.31",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1","11.6","9.0","7.9","92.8","NaN","220.4","24.5","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-15","4","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","2450","0","0","2","33","128.01","19.646627","49.049872","59","0","16397","900","Ride","0","0","0","70.82","60.35","76.91","-10.47",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6","13.1","9.6","8.0","90.0","NaN","235.4","17.3","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-14","3","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","10940","0","0","3","33","143.84","19.646627","49.049872","130","44","8576","5038","Ride","Run","0","0","72.79","60.38","85.87","-12.41",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","12.1","9.7","7.4","86.0","NaN","121.7","9.5","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-13","2","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","1781","0","0","2","33","162.30","19.646627","49.049872","105","0","7512","0","Ride","0","0","0","63.26","58.69","63.81","-4.57",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.7","13.8","11.4","6.7","73.2","NaN","85.0","6.8","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-12","1","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","0","0","0","1","33","183.84","19.646627","49.049872","0","0","3600","0","0","0","0","0","56.30","57.56","43.21","1.26",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.1","15.5","11.6","7.7","77.3","NaN","145.8","8.7","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-11","0","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","8176","0","0","2","33","208.97","19.646627","49.049872","68","0","3611","900","0","Run","0","0","65.68","58.96","64.82","-6.72",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","15.6","11.8","9.1","83.8","NaN","114.6","10.5","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-10","6","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","11759","0","0","3","1108.6","238.29","19.646627","49.049872","62","0","15369","0","Ride","Run","0","0","65.30","58.74","63.22","-6.56",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","14.6","11.5","8.3","81.1","NaN","89.6","10.4","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-09","5","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","1439","0","0","2","33","93.30","19.646525","49.051355","52","0","14311","900","Ride","0","0","0","65.84","58.66","63.84","-7.18",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.3","14.1","11.4","8.5","82.4","NaN","147.1","8.1","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-08","4","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","5045","0","0","2","33","103.35","19.646525","49.051355","116","0","6836","900","Ride","0","0","0","68.15","58.82","69.75","-9.33",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.5","14.9","11.4","5.1","66.4","NaN","220.0","14.3","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-07","3","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","9100","0","0","2","33","115.07","19.646525","49.051355","0","0","4013","900","0","Run","0","0","60.18","57.43","46.63","-2.75",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4","14.5","11.4","6.2","72.0","NaN","183.8","14.0","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-06","2","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","10245","0","0","3","33","128.74","19.646525","49.051355","46","0","7345","4584","0","Run","Swim","0","70.20","58.83","69.95","-11.37",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6","8.7","6.5","6.5","99.9","NaN","53.8","24.0","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-05","1","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","8444","0","0","2","33","144.69","19.646525","49.051355","87","0","3864","900","0","Run","0","0","74.24","59.14","81.92","-15.10",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0","8.3","5.2","5.0","98.4","NaN","157.9","24.6","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-04","0","2",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","1544","0","0","1","912","163.29","19.646525","49.051355","115","0","4715","0","Ride","0","0","0","72.11","58.46","79.38","-13.65",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.1","12.0","10.4","7.7","84.1","NaN","223.0","34.2","NaN","NaN",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-03","6","10",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","9844","0","0","1","24.6","38.57","144.991516","-37.882192","83","0","3300","0","0","Run","0","0","64.97","57.08","61.57","-7.89",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0","12.8","10.6","8.1","84.8","NaN","213.3","19.7","1006.4","1.53",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-02","5","10",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","4313","0","0","3","33","40.89","144.991678","-37.882189","29","29","9289","5922","Ride","0","Swim","0","61.96","56.45","50.85","-5.51",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8","13.7","11.8","9.6","87.2","NaN","153.8","13.5","1010.2","3.36",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
1,"2016-09-01","4","10",NULL,"0.00",NULL,NULL,NULL,NULL,"0.00",NULL,"0.00",NULL,NULL,NULL,"0.00",NULL,NULL,"0","16749","0","0","3","33","42.21","144.991678","-37.882189","80","80","8339","4919","0","Run","Swim","0","67.45","57.12","61.78","-10.33",NULL,NULL,NULL,NULL,NULL,NULL,"0.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8","15.5","12.4","10.4","87.4","NaN","239.6","8.2","1016.6","1.11",NULL,NULL,NULL,1,"0.00","0.00","0.00",1,1,1,1,1,"1","1",NULL,NULL,NULL,NULL,NULL,NULL
